SKU_ID,Product_Name,Merchant_SKU_ID,Merchant_SKU_Name,Product_Type,Meta Category,Cost,MRP,price,Block_qty,Ordered_qty,Available_promise_qty,Total_Qty,Warehouse,TTWH,status,HSN Code,Image,Qty Sold in last 30 days,Days on Hand
FM1744870-S-PM9338,Areia Fabric 1 Seater Sofa in Beige Colour,AS-303 1 seater Chesterfield Sofa_Azora 140_59204_1S_V_AMBRVL_Pm,AS-303 1 seater Chesterfield Sofa_Azora 140_59204_1S_V_AMBRVL_Hybrid,simple,Furniture,13924,52999,51586,---,---,20,20,Bhiwandi WH,6,Not Live,94016100,https://i1.pepperfry.com/media/catalog/product/a/r/60x66/areia-1-seater-sofa-in-beige-colour-by-amberville-areia-1-seater-sofa-in-beige-colour-by-amberville-wq0kt1.jpg,0,0
FM1744874-S-PM9338,Allanton Fabric 3 Seater Sofa in Beige Colour,AS-303 3 seater Chesterfield Sofa_Azora 140_59204_3S_V_AMBRVL_PM,AS-303 3 seater Chesterfield Sofa_Azora 140_59204_3S_V_AMBRVL_Hybrid,simple,Furniture,23954,91999,58124,---,---,20,20,Bhiwandi WH,6,Not Live,94016100,https://i1.pepperfry.com/media/catalog/product/a/r/60x66/areia-three-seater-sofa-in-beige-colour-by-amberville-areia-three-seater-sofa-in-beige-colour-by-amb-8wpljs.jpg,0,0
FM1744875-S-PM9338,Allanton Fabric 2 Seater Sofa In Beige Colour,AS-303 2 seater Chesterfield Sofa_Azora 140_59204_2S_V_AMBRVL_PM,AS-303 2 seater Chesterfield Sofa_Azora 140_59204_2S_V_AMBRVL_PM,simple,Furniture,17292,52999,51249,---,---,10,10,Bhiwandi WH,6,Live,94016100,https://i1.pepperfry.com/media/catalog/product/a/l/60x66/allanton-fabric-2-seater-sofa-in-beige-colour-allanton-fabric-2-seater-sofa-in-beige-colour-zblvpa.jpg,0,0
FM1745081-S-PM9338,Areia Fabric 1 Seater Sofa In Charcoal Grey Colour,AS-303 1 seater Chesterfield Sofa_Azora 140_58146_1S_V_AMBRVL_PM,AS-303 1 seater Chesterfield Sofa_Azora 140_58146_1S_V_AMBRVL_PM,simple,Furniture,13924,52999,51586,---,---,20,20,Bhiwandi WH,6,Not Live,94016100,https://i1.pepperfry.com/media/catalog/product/a/r/60x66/areia-1-seater-sofa-in-charcoal-grey-colour-by-amberville-areia-1-seater-sofa-in-charcoal-grey-colou-augbuv.jpg,0,0
FM1745082-S-PM9338,Allanton Leatherette 1 Seater Sofa In Sandy Beige Colour,AS-303 1 seater Chesterfield Sofa_Nevada 901_1S_V_AMBRVL_PM,AS-303 1 seater Chesterfield Sofa_Nevada 901_1S_V_AMBRVL_PM,simple,Furniture,13924,39999,36249,---,---,20,20,Bhiwandi WH,6,Not Live,94016100,https://i1.pepperfry.com/media/catalog/product/a/l/60x66/allanton-leatherette-1-seater-sofa-in-sandy-beige-colour-allanton-leatherette-1-seater-sofa-in-sandy-enlgkr.jpg,0,0
FM1745083-S-PM9338,Allanton Fabric 1 Seater Sofa In Navy Blue Colour,AS-303 1 seater Chesterfield Sofa_Azora 140_56136_1S_V_AMBRVL_PM,AS-303 1 seater Chesterfield Sofa_Azora 140_56136_1S_V_AMBRVL_PM,simple,Furniture,13924,39999,36249,---,---,20,20,Bhiwandi WH,6,Not Live,94016100,https://i1.pepperfry.com/media/catalog/product/a/l/60x66/allanton-fabric-1-seater-sofa-in-navy-blue-colour-allanton-fabric-1-seater-sofa-in-navy-blue-colour-vhfz2y.jpg,0,0
FM1745084-S-PM9338,Allanton Fabric 3 Seater Sofa In Navy Blue Colour,AS-303 3 seater Chesterfield Sofa_Azora 140_56136_3S_V_AMBRVL_PM,AS-303 3 seater Chesterfield Sofa_Azora 140_56136_3S_V_AMBRVL_PM,simple,Furniture,23010,66999,61249,---,---,20,20,Bhiwandi WH,6,Not Live,94016100,https://i1.pepperfry.com/media/catalog/product/a/r/60x66/areia-three-seater-sofa-in-navy-blue-colour-by-amberville-areia-three-seater-sofa-in-navy-blue-colou-rnrx5v.jpg,0,0
FM1745085-S-PM9338,Areia Fabric 2 Seater Sofa In Charcoal Grey Colour,AS-303 2 seater Chesterfield Sofa_Azora 140_58146_2S_V_AMBRVL_PM,AS-303 2 seater Chesterfield Sofa_Azora 140_58146_2S_V_AMBRVL_PM,simple,Furniture,18762,71999,69840,---,---,20,20,Bhiwandi WH,6,Not Live,94016100,https://i1.pepperfry.com/media/catalog/product/a/r/60x66/areia-two-seater-sofa-in-charcoal-grey-colour-by-amberville-areia-two-seater-sofa-in-charcoal-grey-c-weitlw.jpg,0,0
FM1745087-S-PM9338,Allanton Fabric 2 Seater Sofa In Navy Blue Colour,AS-303 2 seater Chesterfield Sofa_Azora 140_56136_2S_V_AMBRVL_PM,AS-303 2 seater Chesterfield Sofa_Azora 140_56136_2S_V_AMBRVL_PM,simple,Furniture,18762,52999,48749,---,---,20,20,Bhiwandi WH,6,Not Live,94016100,https://i1.pepperfry.com/media/catalog/product/a/r/60x66/areia-two-seater-sofa-in-navy-blue-colour-by-amberville-areia-two-seater-sofa-in-navy-blue-colour-by-jdd6rw.jpg,0,0
FM1745088-S-PM9338,Areia Fabric 3 Seater Sofa In Charcoal Grey Colour,AS-303 3 seater Chesterfield Sofa_Azora 140_58146_3S_V_AMBRVL_PM,AS-303 3 seater Chesterfield Sofa_Azora 140_58146_3S_V_AMBRVL_PM,simple,Furniture,22756,91999,87888,---,---,20,20,Bhiwandi WH,6,Not Live,94016100,https://i1.pepperfry.com/media/catalog/product/a/r/60x66/areia-three-seater-sofa-in-charcoal-grey-colour-by-amberville-areia-three-seater-sofa-in-charcoal-gr-utf2ok.jpg,0,0
FM1745090-S-PM9338,Allanton Leatherette 2 Seater Sofa In Sandy Beige Colour,AS-303 2 seater Chesterfield Sofa_Nevada 901_2S_V_AMBRVL_PM,AS-303 2 seater Chesterfield Sofa_Nevada 901_2S_V_AMBRVL_PM,simple,Furniture,18762,52999,48749,---,---,20,20,Bhiwandi WH,6,Not Live,94016100,https://i1.pepperfry.com/media/catalog/product/a/r/60x66/areia-two-seater-sofa-in-sandy-beige-colour-by-amberville-areia-two-seater-sofa-in-sandy-beige-colou-cgeywe.jpg,0,0
FM1745091-S-PM9338,Allanton Fabric 3 Seater Sofa In Sandy Beige Colour,AS-303 3 seater Chesterfield Sofa_Nevada 901_3S_V_AMBRVL_PM,AS-303 3 seater Chesterfield Sofa_Nevada 901_3S_V_AMBRVL_PM,simple,Furniture,23010,66999,61249,---,---,20,20,Bhiwandi WH,6,Not Live,94016100,https://i1.pepperfry.com/media/catalog/product/a/r/60x66/areia-three-seater-sofa-in-sandy-beige-colour-by-amberville-areia-three-seater-sofa-in-sandy-beige-c-0hjj7b.jpg,0,0
FM1894754-S-PM9338,Palermo Fabric 1 Seater Sofa In Sandy Brown Colour,PM_AS-467-1 STR-HighwaySandyBrown,Moved to PM_AS-467-1STR-SANDY BROWN-AZORA 58007,simple,Furniture,11328,32999,15624,---,1,1,2,Bhiwandi WH,6,Live,94016100,https://i1.pepperfry.com/media/catalog/product/i/z/60x66/izzo-1-seater-sofa-in-sandy-brown-colour-by-woodsworth-izzo-1-seater-sofa-in-sandy-brown-colour-by-w-fsuoqo.jpg,1,30
FM1894755-S-PM9338,Palermo Fabric 1 Seater Sofa In Steel Grey Colour,PM_AS-467-1 STR-Grey-Omega352,Moved to PM_AS-467-1STR-STEEL GREY-AZORA 58045,simple,Furniture,11328,32999,15624,---,---,---,0,Bhiwandi WH,6,Out of Stock,94016100,https://i1.pepperfry.com/media/catalog/product/i/z/60x66/izzo-1-seater-sofa-in-steel-grey-colour-by-woodsworth-izzo-1-seater-sofa-in-steel-grey-colour-by-woo-vbd9pq.jpg,0,0
FM1894756-S-PM9338,Palermo Fabric 1 Seater Sofa In Chestnut Brown Colour,PM_AS-467-1 STR-CHESTNUT BROWN-AZORA 58109,Moved to PM_AS-467-1STR-CHESTNUT BROWN-AZORA 58109,simple,Furniture,11328,32999,15624,---,---,---,0,Bhiwandi WH,6,Out of Stock,94016100,https://i1.pepperfry.com/media/catalog/product/i/z/60x66/izzo-1-seater-sofa-in-chestnut-brown-colour-by-woodsworth-izzo-1-seater-sofa-in-chestnut-brown-colou-tphm48.jpg,0,0
FM1894757-S-PM9338,Palermo Fabric 2 Seater Sofa In Sandy Brown Colour,PM_AS-467-2 STR-HighwaySandyBrown,Moved to PM_AS-467-2STR-SANDY BROWN-AZORA 58007,simple,Furniture,14349,45999,43999,---,---,---,0,Mumbai,6,Out of Stock,94016100,https://i1.pepperfry.com/media/catalog/product/p/a/60x66/palermo-fabric-2-seater-sofa-in-sandy-brown-colour-palermo-fabric-2-seater-sofa-in-sandy-brown-colou-el5091.jpg,0,0
FM1894758-S-PM9338,Palermo Fabric 2 Seater Sofa In Steel Grey Colour,PM_AS-467-2 STR-Grey-Omega352,Moved to PM_AS-467-2STR-STEEL GREY-AZORA 58045,simple,Furniture,14349,41499,35999,---,---,---,0,Mumbai,6,Out of Stock,94016100,https://i1.pepperfry.com/media/catalog/product/i/z/60x66/izzo-2-seater-sofa-in-steel-grey-azora-color---woodsworth-by-pepperfry-izzo-2-seater-sofa-in-steel-g-zo3sf6.jpg,0,0
FM1894759-S-PM9338,Palermo Fabric 2 Seater Sofa In Chestnut Brown Colour,PM_AS-467-2 STR-CHESTNUT BROWN-AZORA 58109,Moved to PM_AS-467-2STR-CHESTNUT BROWN-AZORA 58109,simple,Furniture,14349,36999,34999,---,---,20,20,Bhiwandi WH,6,Not Live,94016100,https://i1.pepperfry.com/media/catalog/product/p/a/60x66/palermo-fabric-2-seater-sofa-in-chestnut-brown-colour-palermo-fabric-2-seater-sofa-in-chestnut-brown-iztbpm.jpg,0,0
FM1894760-S-PM9338,Palermo Fabric 3 Seater Sofa In Sandy Brown Colour,PM_AS-467-3 STR-HighwaySandyBrown,Moved to PM_AS-467-3 STR-SANDY BROWN-AZORA 58007,simple,Furniture,16703,48999,43749,---,---,20,20,Bhiwandi WH,6,Not Live,94016100,https://i1.pepperfry.com/media/catalog/product/i/z/60x66/izzo-3-seater-sofa-in-sandy-brown-azora-color---woodsworth-by-pepperfry-izzo-3-seater-sofa-in-sandy--rywvnx.jpg,0,0
FM1894761-S-PM9338,Palermo Fabric 3 Seater Sofa In Steel Grey Colour,PM_AS-467-3 STR-Grey-Omega352,Moved to PM_AS-467-3 STR-STEEL GREY-AZORA 58045,simple,Furniture,16703,48999,44374,---,---,---,0,Bhiwandi WH,6,Out of Stock,94016100,https://i1.pepperfry.com/media/catalog/product/i/z/60x66/izzo-3-seater-sofa-in-steel-grey-azora-color---woodsworth-by-pepperfry-izzo-3-seater-sofa-in-steel-g-8c1rq5.jpg,0,0
FM1894762-S-PM9338,Palermo Fabric 3 Seater Sofa In Chestnut Brown Colour,PM_AS-467-3 STR-CHESTNUT BROWN-AZORA 58109,Moved to PM_AS-467-3 STR-CHESTNUT BROWN-AZORA 58109,simple,Furniture,16703,47999,42665,---,---,---,0,Mumbai,6,Out of Stock,94016100,https://i1.pepperfry.com/media/catalog/product/i/z/60x66/izzo-3-seater-sofa-in-chestnut-brown-azora-color---woodsworth-by-pepperfry-izzo-3-seater-sofa-in-che-alenem.jpg,0,0
FM1894763-S-PM9338,Antwerp Velvet 1 Seater Sofa In Teal Blue Colour,AS-466-1 Str-Teal-Orchid 337,AS-466-1 Str-Teal-Orchid 337,simple,Furniture,9148,35999,12499,---,---,---,0,Bhiwandi WH,6,Out of Stock,94016100,https://i1.pepperfry.com/media/catalog/product/a/n/60x66/antwerp-velvet-1-seater-sofa-in-teal-blue-colour-antwerp-velvet-1-seater-sofa-in-teal-blue-colour-pi0iwh.jpg,0,0
FM1894764-S-PM9338,Antwerp Velvet 1 Seater Sofa In Fossil Grey Colour,AS-466- 1 Str-Grey-Orchid 333,AS-466- 1 Str-Grey-Orchid 333,simple,Furniture,9148,35999,12499,---,---,---,0,Bhiwandi WH,6,Out of Stock,94016100,https://i1.pepperfry.com/media/catalog/product/a/n/60x66/antwerp-velvet-1-seater-sofa-in-fossil-grey-colour-antwerp-velvet-1-seater-sofa-in-fossil-grey-colou-6mvbef.jpg,0,0
FM1894765-S-PM9338,Antwerp Velvet 2 Seater Sofa In Teal Blue Colour,AS-466-2 Str-Teal-Orchid 337,AS-466-2 Str-Teal-Orchid 337,simple,Furniture,13933,45999,41874,---,---,10,10,Bhiwandi WH,6,Live,94016100,https://i1.pepperfry.com/media/catalog/product/a/r/60x66/arcedior-2-seater-sofa-with-blue-white-stripes---woodsworth-by-pepperfry-arcedior-2-seater-sofa-with-m4muqi.jpg,0,0
FM1894766-S-PM9338,Antwerp Velvet 2 Seater Sofa In Fossil Grey Colour,AS-466-2 Str-Grey-Orchid 333,AS-466-2 Str-Grey-Orchid 333,simple,Furniture,11843,45999,16249,---,---,10,10,Bhiwandi WH,6,Live,94016100,https://i1.pepperfry.com/media/catalog/product/a/r/60x66/arcedior-2-seater-sofa-in-garnet-red--azora-color---woodsworth-by-pepperfry-arcedior-2-seater-sofa-i-h3keih.jpg,0,0
FM1894767-S-PM9338,Antwerp Velvet 3 Seater Sofa In Teal Blue Colour,AS-466-3Str-Teal-Orchid 337,AS-466-3Str-Teal-Orchid 337,simple,Furniture,16312,52999,50624,---,---,10,10,Bhiwandi WH,6,Live,94016100,https://i1.pepperfry.com/media/catalog/product/a/r/60x66/arcedior-3-seater-sofa-with-blue-white-stripes---woodsworth-by-pepperfry-arcedior-3-seater-sofa-with-wvkh1t.jpg,0,0
FM1894768-S-PM9338,Antwerp Velvet 3 Seater Sofa In Fossil Grey Colour,AS-466-3Str-Grey-Orchid 333,AS-466-3Str-Grey-Orchid 333,simple,Furniture,13865,52999,29229,---,---,9,9,Bhiwandi WH,6,Live,94016100,https://i1.pepperfry.com/media/catalog/product/a/r/60x66/arcedior-3-seater-sofa-in-garnet-red--azora-color---woodsworth-by-pepperfry-arcedior-3-seater-sofa-i-5kyxvn.jpg,0,0
FM1894769-S-PM9338,Alisia Fabric 1 Seater Sofa In Sandy Brown Colour,PM_AS-463-1 STR-Sandy Brown-HighwaySurat,Moved to PM_AS-463-1STR-Sandy Brown-Azora 58007,simple,Furniture,9243,24999,13124,---,---,---,0,Bhiwandi WH,6,Out of Stock,94016100,https://i1.pepperfry.com/media/catalog/product/a/l/60x66/alisia-fabric-1-seater-sofa-in-sandy-brown-colour-alisia-fabric-1-seater-sofa-in-sandy-brown-colour-9svcys.jpg,0,0
FM1894770-S-PM9338,Alisia Fabric 1 Seater Sofa In Navy Blue Colour,Moved to PM_AS-463-1STR-Navy Blue-Azora 56136,Moved to PM_AS-463-1STR-Navy Blue-Azora 56136,simple,Furniture,9243,24999,13124,---,---,---,0,Bhiwandi WH,6,Out of Stock,94016100,https://i1.pepperfry.com/media/catalog/product/a/l/60x66/alisia-fabric-1-seater-sofa-in-navy-blue-colour-alisia-fabric-1-seater-sofa-in-navy-blue-colour-hxzvzg.jpg,0,0
FM1894771-S-PM9338,Alisia Fabric 1 Seater Sofa In Beige Colour,Moved to PM_AS-463-1STR-Beige-Azora 59203,Moved to PM_AS-463-1STR-Beige-Azora 59203,simple,Furniture,10874,34999,31874,---,---,10,10,Bhiwandi WH,6,Live,94036000,https://i1.pepperfry.com/media/catalog/product/a/l/60x66/alisia-fabric-1-seater-sofa-in-beige-colour-alisia-fabric-1-seater-sofa-in-beige-colour-7fjenz.jpg,0,0
FM1894772-S-PM9338,Alisia Fabric 2 Seater Sofa In Sandy Brown Colour,PM_AS-463-2 STR-Sandy Brown-HighwaySurat,Moved to PM_AS-463-2 STR-Sandy Brown-Azora 58007,simple,Furniture,12577,32999,17499,---,---,---,0,Bhiwandi WH,6,Out of Stock,94016100,https://i1.pepperfry.com/media/catalog/product/a/l/60x66/alisia-2-seater-sofa-in-sandy-brown-azora-color---woodsworth-by-pepperfry-alisia-2-seater-sofa-in-sa-g04xng.jpg,0,0
FM1894773-S-PM9338,Alisia Fabric 2 Seater Sofa In Navy Blue Colour,Moved to PM_AS-463-2 STR-Navy Blue-Azora 56136,Moved to PM_AS-463-2 STR-Navy Blue-Azora 56136,simple,Furniture,14797,26999,22999,---,---,10,10,Bhiwandi WH,6,Live,94016100,https://i1.pepperfry.com/media/catalog/product/a/l/60x66/alisia-2-seater-sofa-in-navy-blue-azora-color---woodsworth-by-pepperfry-alisia-2-seater-sofa-in-navy-mmhnbr.jpg,0,0
FM1894774-S-PM9338,Alisia Fabric 2 Seater Sofa In Beige Colour,AS-463-2 STR-Beige-Azora 59203_PM,AS-463-2 STR-Beige-Azora 59203_PM,simple,Furniture,12577,32999,31249,---,---,10,10,Bhiwandi WH,6,Live,94016100,https://i1.pepperfry.com/media/catalog/product/a/l/60x66/alisia-2-seater-sofa-in-beige-azora-color---woodsworth-by-pepperfry-alisia-2-seater-sofa-in-beige-az-zzfhnu.jpg,0,0
FM1894775-S-PM9338,Alisia Fabric 3 Seater Sofa In Sandy Brown,Moved to PM_AS-463-3 STR-Sandy Brown-Azora 58007,Moved to PM_AS-463-3 STR-Sandy Brown-Azora 58007,simple,Furniture,17248,49999,49374,---,---,10,10,Bhiwandi WH,6,Live,94036000,https://i1.pepperfry.com/media/catalog/product/a/l/60x66/alisia-3-seater-sofa-in-sandy-brown-azora-color---woodsworth-by-pepperfry-alisia-3-seater-sofa-in-sa-baxcue.jpg,0,0
FM1894776-S-PM9338,Alisia Fabric 3 Seater Sofa In Navy Blue Colour,Moved to PM_AS-463-3 STR-Navy Blue-Azora 56136,Moved to PM_AS-463-3 STR-Navy Blue-Azora 56136,simple,Furniture,17248,49999,49374,---,---,10,10,Bhiwandi WH,6,Live,94036000,https://i1.pepperfry.com/media/catalog/product/a/l/60x66/alisia-3-seater-sofa-in-navy-blue-azora-color---woodsworth-by-pepperfry-alisia-3-seater-sofa-in-navy-pgabtm.jpg,0,0
FM1894777-S-PM9338,Alisia Fabric 3 Seater Sofa In Beige Colour,Moved to PM_AS-463-3 STR-Beige-Azora 59203,Moved to PM_AS-463-3 STR-Beige-Azora 59203,simple,Furniture,17248,49999,44999,---,---,10,10,Bhiwandi WH,6,Live,94016100,https://i1.pepperfry.com/media/catalog/product/a/l/60x66/alisia-3-seater-sofa-in-beige-azora-color---woodsworth-by-pepperfry-alisia-3-seater-sofa-in-beige-az-8d5xi8.jpg,0,0
FM1894778-S-PM9338,Dunford Fabric LHS Sectional Sofa (3 + Lounger) In Navy Blue Colour,Moved to PM_AS-464L-LHS-Navy Blue-Azora 56136,Moved to PM_AS-464L-LHS-Navy Blue-Azora 56136,simple,Furniture,32392,105999,101175,---,---,10,10,Bhiwandi WH,6,Live,94036000,https://i1.pepperfry.com/media/catalog/product/d/u/60x66/dunford-lhs-sectional-sofa-in-navy-blue-colour---woodsworth-by-pepperfry-dunford-lhs-sectional-sofa--ydatv7.jpg,0,0
FM1894779-S-PM9338,Dunford Leatherette LHS Sectional Sofa (3 + Lounger) In Tan Colour,AS-464L-LHS-AVIO Tan PVC_new //,Moved to PM_AS-464L-LHS-Tan PVC,simple,Furniture,32392,105999,101175,---,---,10,10,Bhiwandi WH,6,Live,94016100,https://i1.pepperfry.com/media/catalog/product/d/u/60x66/dunford-lhs-sectional-sofa-in-tan-pvc---woodsworth-by-pepperfry-dunford-lhs-sectional-sofa-in-tan-pv-plxnuj.jpg,0,0
FM1894780-S-PM9338,Dunford Fabric LHS Sectional Sofa (3 + Lounger) In Charcoal Grey Colour,AS-464L-LHS-CharcoalGrey-Azora58146,Moved to PM_AS-464L-LHS-Charcoal Grey-Azora 58146,simple,Furniture,29153,87499,44999,---,1,9,10,Bhiwandi WH,6,Live,94016100,https://i1.pepperfry.com/media/catalog/product/d/u/60x66/dunford-fabric-lhs-sectional-sofa-in-charcoal-grey-colour-dunford-fabric-lhs-sectional-sofa-in-charc-9hsri0.jpg,1,30+
FM1894781-S-PM9338,Dunford Fabric RHS Sectional Sofa (3 + Lounger) in Navy Blue Colour,AS-464L-RHS-Navy Blue-Azora 56136,AS-464L-RHS-Navy Blue-Azora 56136,simple,Furniture,32392,105999,101175,---,---,20,20,Bhiwandi WH,6,Not Live,94016100,https://i1.pepperfry.com/media/catalog/product/d/u/60x66/dunford-rhs-sectional-sofa-in-denim-blue-azora-color---woodsworth-by-pepperfry-dunford-rhs-sectional-v2qecx.jpg,0,0
FM1894782-S-PM9338,Dunford Leatherette RHS Sectional Sofa (3 + Lounger) in Tan Colour,PM_AS-464L-RHS-AVIO Tan PVC_new //,AS-464L-RHS-AVIO Tan PVC_new//,simple,Furniture,32392,87499,61537,---,---,10,10,Bhiwandi WH,6,Live,94036000,https://i1.pepperfry.com/media/catalog/product/d/u/60x66/dunford-rhs-sectional-sofa-in-tan-pvc---woodsworth-by-pepperfry-dunford-rhs-sectional-sofa-in-tan-pv-ummctw.jpg,0,0
FM1894783-S-PM9338,Dunford Fabric RHS Sectional Sofa (3 + Lounger) in Charcoal Grey Colour,AS-464L-RHS-CharcoalGrey-Azora58146,Moved to PM_AS-464L-RHS-Charcoal Grey-Azora 58146,simple,Furniture,32392,105999,90624,---,---,10,10,Bhiwandi WH,6,Live,94036000,https://i1.pepperfry.com/media/catalog/product/d/u/60x66/dunford-fabric-rhs-sectional-sofa--3---lounger--in-charcoal-grey-colour-dunford-fabric-rhs-sectional-0m69yt.jpg,0,0
FM1894784-S-PM9338,Parlier Fabric Pull Out Sofa Cum Bed In Charcoal Grey Colour,AS-465-3Str-SCB-Charcoal Grey-AZORA58146,AS-465-3Str-SCB-Charcoal Grey-AZORA58146,simple,Furniture,23364,74999,73999,---,---,50,50,Bhiwandi WH,6,Live,94016100,https://i1.pepperfry.com/media/catalog/product/p/a/60x66/parlier-pull-out-fabric-sofa-cum-bed-in-steel-grey-azora-color---woodsworth-by-pepperfry-parlier-pul-wouqee.jpg,0,0
FM1894785-S-PM9338,Parlier Velvet Pull Out Sofa Cum Bed In Teal Blue Colour,AS-465-3Str-SCB-Orchid337,AS-465-3Str-SCB-Orchid337,simple,Furniture,23364,74999,73999,---,---,49,49,Bhiwandi WH,6,Live,94016100,https://i1.pepperfry.com/media/catalog/product/p/a/60x66/parlier-pull-out-fabric-sofa-cum-bed-in-navy-blue--azora-color---woodsworth-by-pepperfry-parlier-pul-iawvvb.jpg,0,0
FM1894786-S-PM9338,Parlier Fabric Pull Out Sofa Cum Bed In Chestnut Brown Colour,AS-465-3Str-SCB-ChestnutBrown-AZORA58109,AS-465-3Str-SCB-ChestnutBrown-AZORA58109,simple,Furniture,23364,74999,73999,---,---,50,50,Bhiwandi WH,6,Live,94016100,https://i1.pepperfry.com/media/catalog/product/p/a/60x66/parlier-pull-out-fabric-sofa-cum-bed-in-sandy-brown--azora-color---woodsworth-by-pepperfry-parlier-p-idcl3q.jpg,0,0
FM1894787-S-PM9338,Claven Fabric LHS Pull Out Sofa Cum Bed In Chestnut Brown Colour With Storage,AS-465L-SCB-LHS-ChestnutBrown-Azora58109,AS-465L-SCB-LHS-ChestnutBrown-Azora58109,simple,Furniture,28361,91999,88665,---,1,49,50,Bhiwandi WH,6,Live,94016100,https://i1.pepperfry.com/media/catalog/product/c/l/60x66/claven-pull-out-lhs-sofa-cum-bed-with-storage-in-chestnut-brown-colour---woodsworth-by-pepperfry-cla-a9q5md.jpg,1,30+
FM1894788-S-PM9338,Claven Fabric LHS Pull Out Sofa Cum Bed In Charcoal Grey Colour With Storage,AS-465L-SCB-LHS-CharcoalGrey-Azora58146,AS-465L-SCB-LHS-CharcoalGrey-Azora58146,simple,Furniture,28361,91999,88665,---,---,20,20,Bhiwandi WH,6,Not Live,94016100,https://i1.pepperfry.com/media/catalog/product/c/l/60x66/claven-pull-out-lhs-sofa-cum-bed-with-storage-in-charcoal-grey-colour---woodsworth-by-pepperfry-clav-blhsmy.jpg,0,0
FM1894789-S-PM9338,Claven Velvet LHS Pull Out Sofa Cum Bed In Teal Blue Colour With Storage,AS-465L-SCB-LHS-Teal-ORCHID 337,AS-465L-SCB-LHS-Teal-ORCHID 337,simple,Furniture,28361,91999,88665,---,---,49,49,Bhiwandi WH,6,Live,94016100,https://i1.pepperfry.com/media/catalog/product/c/l/60x66/claven-pull-out-lhs-sofa-cum-bed-with-storage-in-teal-colour---woodsworth-by-pepperfry-claven-pull-o-x87aep.jpg,1,30+
FM1894790-S-PM9338,Claven Fabric RHS Pull Out Sofa Cum Bed In Chestnut Brown Colour With Storage,AS-465L-SCB-RHS-ChestnutBrown-Azora58109,AS-465L-SCB-RHS-ChestnutBrown-Azora58109,simple,Furniture,28361,91999,88665,---,---,20,20,Bhiwandi WH,6,Live,94016100,https://i1.pepperfry.com/media/catalog/product/c/l/60x66/claven-pull-out-rhs-sofa-cum-bed-with-storage-in-chestnut-brown-colour---woodsworth-by-pepperfry-cla-fgtldu.jpg,0,0
FM1894791-S-PM9338,Claven Fabric RHS Pull Out Sofa Cum Bed In Charcoal Grey Colour With Storage,AS-465L-SCB-RHS-CharcoalGrey-Azora58146,AS-465L-SCB-RHS-CharcoalGrey-Azora58146,simple,Furniture,28361,91999,88665,---,---,46,46,Bhiwandi WH,6,Live,94016100,https://i1.pepperfry.com/media/catalog/product/c/l/60x66/claven-pull-out-rhs-sofa-cum-bed-with-storage-in-charcoal-grey-colour---woodsworth-by-pepperfry-clav-0ni4qk.jpg,1,30+
FM1894792-S-PM9338,Claven Velvet RHS Pull Out Sofa Cum Bed In Teal Blue Colour With Storage,AS-465L-SCB-RHS-Teal-ORCHID 337,AS-465L-SCB-RHS-Teal-ORCHID 337,simple,Furniture,28361,91999,88665,---,---,50,50,Bhiwandi WH,6,Live,94016100,https://i1.pepperfry.com/media/catalog/product/c/l/60x66/claven-pull-out-rhs-sofa-cum-bed-with-storage-in-teal-colour---woodsworth-by-pepperfry-claven-pull-o-2fmjmd.jpg,0,0
FM1895461-S-PM9338,Aracely Fabric 3 Seater Sofa In Ash Grey Colour,AS-555-3S-Azora58044-AshGrey,AS-555-3S-Azora58044-AshGrey,simple,Furniture,12921,47999,42352,---,---,---,0,Bhiwandi WH,6,Out of Stock,94036000,https://i1.pepperfry.com/media/catalog/product/c/o/60x66/copenhagen-3-seater-sofa-in-ash-grey-colour---casacraft-by-pepperfry-copenhagen-3-seater-sofa-in-ash-wri816.jpg,0,0
FM1895462-S-PM9338,Aracely Fabric 3 Seater Sofa In Sandy Brown Colour,AS-555-3S-Azora58007-SandyBrown,AS-555-3S-Azora58007-SandyBrown,simple,Furniture,12921,47999,42352,---,---,---,0,Bhiwandi WH,6,Out of Stock,94036000,https://i1.pepperfry.com/media/catalog/product/c/o/60x66/copenhagen-3-seater-sofa-in-sandy-brown-colour---casacraft-by-pepperfry-copenhagen-3-seater-sofa-in--atuaye.jpg,0,0
FM1895463-S-PM9338,Aracely Fabric 3 Seater Sofa In Navy Blue Colour,AS-555-3S-Azora56136-NavyBlue,AS-555-3S-Azora56136-NavyBlue,simple,Furniture,12921,47999,42352,---,---,---,0,Bhiwandi WH,6,Out of Stock,94036000,https://i1.pepperfry.com/media/catalog/product/c/o/60x66/copenhagen-3-seater-sofa-in-navy--blue-colour---casacraft-by-pepperfry-copenhagen-3-seater-sofa-in-n-l3oobi.jpg,0,0
FM1895464-S-PM9338,Aracely Fabric 3 Seater Sofa In Green Colour,AS-555-3S-Azora58123-PineGreen,AS-555-3S-Azora58123-PineGreen,simple,Furniture,12921,47999,42352,---,---,---,0,Bhiwandi WH,6,Out of Stock,94036000,https://i1.pepperfry.com/media/catalog/product/c/o/60x66/copenhagen-3-seater-sofa-in-green-colour---casacraft-by-pepperfry-copenhagen-3-seater-sofa-in-green--g5pgg6.jpg,0,0
