SKU_ID,Product_Name,Merchant_SKU_ID,Merchant_SKU_Name,Product_Type,"Meta Category",Cost,MRP,price,Block_qty,Ordered_qty,Available_promise_qty,Total_Qty,Warehouse,TTWH,status,"HSN Code",Image,"Qty Sold in last 30 days"
FM1903583-S-WH32516,"Azalea Velvet 2 Seater Sofa In Berry Red Colour",Hybrid_AS-475-2S-RedVelvet-Iconic36,"2 Seater Sofa",simple,Furniture,17464,57499,54665,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/a/z/60x66/azalea-velvet-2-seater-sofa-in-berry-red-colour-azalea-velvet-2-seater-sofa-in-berry-red-colour-f6uecj.jpg,0
FM1903584-S-WH32516,"Azalea Velvet 1 Seater Sofa In Berry Red Colour",Hybrid_AS-475-1S-RedVelvet-Iconic36,"1 Seater Sofa",simple,Furniture,13334,43999,41332,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/a/z/60x66/azalea-velvet-1-seater-sofa-in-berry-red-colour-azalea-velvet-1-seater-sofa-in-berry-red-colour-mcaoea.jpg,0
FM1903592-S-WH32516,"Cheshire Leatherette LHS Sectional Sofa (3 + Lounger) In Dark Brown Colour",Hybrid_AS-481L-LHS-AVIO-D.BROWNPVC/,Hybrid_AS-481L-LHS-AVIO-D.BROWNPVC/,simple,Furniture,36934,121999,109374,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/c/h/60x66/cheshire-leatherette-lhs-sectional-sofa-in-dark-brown-colour-cheshire-leatherette-lhs-sectional-sofa-kcn8am.jpg,0
FM1903617-S-WH32516,"Cheshire Leatherette RHS Sectional Sofa (3 + Lounger) in Dark Brown Colour",Hybrid_AS-481L-RHS-AVIO-D.BROWNPVC,"RHS Sectional Sofa",simple,Furniture,35087,121999,82999,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/c/h/60x66/cheshire-rhs-sectional-sofa-in-dark-brown-colour---amberville-by-pepperfry-cheshire-rhs-sectional-so-lrwhp3.jpg,0
FM1910035-S-WH32516,"Sergio Velvet Slipper Chair In Denim Blue Colour",AS-495-Chair-Blue-Iconic52_,"AS-495-Chair-Blue-Iconic52,",simple,Furniture,8183,31499,13124,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/s/e/60x66/sergio-velvet-slipper-chair-in-denim-blue-colour-sergio-velvet-slipper-chair-in-denim-blue-colour-mgccuw.jpg,0
FM1913246-S-WH32516,"Kaylee Velvet 2 Seater Sofa In Fossil Grey Colour",AS-443-2S-GreyVelvet-Orchid333_,"AS-443-2S-GreyVelvet-Orchid333,",simple,Furniture,17925,62499,58665,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/k/a/60x66/kaylee-2-seater-sofa-in-grey-colour-kaylee-2-seater-sofa-in-grey-colour-mpcvac.jpg,0
FM1913262-S-WH32516,"Ines Fabric Pull Out Sofa Cum Bed In Navy Blue Colour With Storage",AS-318-SCB-CurveHandle-NavyBlue-Azora56136,"Sofa Cum Bed",simple,Furniture,27140,69499,69411,1,2,---,3,Mumbai,0,"Out of Stock",94016100,https://i1.pepperfry.com/media/catalog/product/s/a/60x66/savana-sofa-cum-bed-in-navy-blue-colour-savana-sofa-cum-bed-in-navy-blue-colour-jlyzvf.jpg,9
FM1913256-S-WH32516,"Kaylee Velvet 1 Seater Sofa In Fossil Grey Colour",AS-443-1S-GreyVelvet-Orchid333_,"AS-443-1S-GreyVelvet-Orchid333,",simple,Furniture,15034,49499,46665,---,---,---,0,Mumbai,0,"Out of Stock",94016100,https://i1.pepperfry.com/media/catalog/product/k/a/60x66/kaylee-1-seater-velvet-sofa-in-fossil-grey-colour-by-casacraft-kaylee-1-seater-velvet-sofa-in-fossil-ey8zon.jpg,0
FM1913259-S-WH32516,"Ercilia Fabric 1 Seater Sofa In Navy Blue Colour",343-1S-NavyBlue-Azora56136,"1 Seater Sofa",simple,Furniture,8412,31999,13749,---,---,---,0,Mumbai,0,"Out of Stock",94016100,https://i1.pepperfry.com/media/catalog/product/r/e/60x66/regina-1-seater-sofa-in-navy-blue-colour-by-casacraft-regina-1-seater-sofa-in-navy-blue-colour-by-ca-rxhwvl.jpg,0
FM1913254-S-WH32516,"Kylie Velvet 2 Seater Sofa In Royal Blue Colour","AS-441-2S-BlueVelvet-VISHAT BLUE/","AS-441-2S-BlueVelvet-VISHAT BLUE/",simple,Furniture,13429,46499,17499,---,---,---,0,Mumbai,0,"Out of Stock",94016100,https://i1.pepperfry.com/media/catalog/product/k/y/60x66/kylie-2-seater-sofa-in-navy-blue-colour-kylie-2-seater-sofa-in-navy-blue-colour-wlbz3e.jpg,0
FM1913248-S-WH32516,"Kaylee Velvet 2 Seater Sofa In Sky Blue Colour","AS-443-2S-SkyBlueVelvet-Iconic46,_","AS-443-2S-SkyBlueVelvet-Iconic46,,",simple,Furniture,16472,59999,54999,---,---,---,0,Mumbai,0,"Out of Stock",94016100,https://i1.pepperfry.com/media/catalog/product/k/a/60x66/kaylee-2-seater-sofa-in-sky-blue-colour-kaylee-2-seater-sofa-in-sky-blue-colour-lipg3j.jpg,1
FM1917753-S-WH32516,"Cheshire Leatherette 1 Seater Sofa In Dark Brown Colour",AS-481-1Str-Avio-DarkBrownPVC,"1 Seater Sofa",simple,Furniture,13334,43999,42665,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/c/h/60x66/cheshire-leatherette-1-seater-sofa-in-dark-brown-colour-cheshire-leatherette-1-seater-sofa-in-dark-b-takyq1.jpg,1
FM1917752-S-WH32516,"Cheshire Leatherette 2 Seater Sofa In Dark Brown Colour",AS-481-2Str-Avio-DarkBrownPVC,"2 Seater Sofa",simple,Furniture,18290,60499,57332,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/m/e/60x66/mersin-2-seater-sofa-in-dark-brown-color--amberville-in-pepperfry-mersin-2-seater-sofa-in-dark-brown-d2yipv.jpg,0
FM1917751-S-WH32516,"Cheshire Leatherette 3 Seater Sofa In Dark Brown Colour",AS-481-3Str-Avio-DarkBrownPVC,"3 Seater Sofa",simple,Furniture,21712,71499,70665,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/m/e/60x66/mersin-3-seater-sofa-in-dark-brown-color--amberville-in-pepperfry-mersin-3-seater-sofa-in-dark-brown-ovoqqv.jpg,0
FM1917747-S-WH32516,"Azalea Velvet 1 Seater Sofa In Fossil Grey Colour","AS-475-1S-Grey Velvet-Iconic57","1 Seater Sofa",simple,Furniture,13334,43999,41332,---,1,---,1,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/a/z/60x66/azalea-velvet-1-seater-sofa-in-fossil-grey-colour-azalea-velvet-1-seater-sofa-in-fossil-grey-colour-celudd.jpg,1
FM1919775-S-WH32516,"Aelber Velvet 1 Seater Sofa In Royal Blue Colour",AS-499-1S-NavyBlueVelvet-Iconic56,"1 Seater Sofa",simple,Furniture,10364,39999,16874,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/a/e/60x66/aelber-1-seater-velvet-sofa-in-royal-blue-colour-by-casacraft-aelber-1-seater-velvet-sofa-in-royal-b-ybz0uv.jpg,0
FM1919774-S-WH32516,"Aelber Velvet 1 Seater Sofa In Teal Blue Colour","AS-499-1S-VISHAT TEAL","AS-499-1S-VISHAT TEAL",simple,Furniture,12121,39999,38570,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/a/e/60x66/aelber-velvet-1-seater-sofa-in-teal-blue-colour-aelber-velvet-1-seater-sofa-in-teal-blue-colour-mwgjco.jpg,0
FM1919771-S-WH32516,"Aelber Velvet 2 Seater Sofa In Royal Blue Colour",AS-499-2S-NavyBlueVelvet-Iconic56,"2 Seater Sofa",simple,Furniture,15761,59499,49999,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/a/e/60x66/aelber-velvet-2-seater-sofa-in-royal-blue-colour-aelber-velvet-2-seater-sofa-in-royal-blue-colour-umgeso.jpg,0
FM1919765-S-WH32516,"Agropoli Leatherette RHS Sectional Sofa (2 + Lounger) In Tan Finish","AS-459L-RHS(2 Seater + Lounger)-TanPVC","RHS Sectional Sofa",simple,Furniture,26032,81999,42499,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/a/d/60x66/adomas-rhs-2-seater-leatherette-sectional-sofa-in-brown-colour-by-woodsworth-adomas-rhs-2-seater-lea-rduhrt.jpg,0
FM1919767-S-WH32516,"Aelber Velvet 3 Seater Sofa In Royal Blue Colour",AS-499-3S-NavyBlueVelvet-Iconic56,"3 Seater Sofa",simple,Furniture,20532,67999,49999,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/a/e/60x66/aelber-3-seater-sofa-in-navy-blue-colour---woodsworth-by-pepperfry-aelber-3-seater-sofa-in-navy-blue-etfmft.jpg,0
FM1919760-S-WH32516,"Agropoli Leatherette LHS Sectional Sofa (2 + Lounger) In Light Cream Colour","AS-459L-LHS(2 Seater + Lounger)-CreamPVC","LHS Sectional Sofa",simple,Furniture,27402,81999,61874,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/a/d/60x66/adomas-lhs-2-seater-leatherette-sectional-sofa-in-beige-colour-by-woodsworth-adomas-lhs-2-seater-lea-gsxfsx.jpg,0
FM1919755-S-WH32516,"Agropoli Leatherette RHS Sectional Sofa (3 + Lounger) in Cream Colour","AS-459L-RHS(3 Seater + Lounger)-AvioCreamPVC","RHS Sectional Sofa",simple,Furniture,32117,99499,52499,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/a/d/60x66/adomas-rhs-3-seater-leatherette-sectional-sofa-in-beige-colour-by-woodsworth-adomas-rhs-3-seater-lea-e2lcrz.jpg,0
FM1919751-S-WH32516,"Volgo Leatherette Wing Chair In Pink Colour","AS-461-WC-Avio-DarkBrownPVC to AS-461-WC-Blush Pvc","AS-461-WC-Avio-DarkBrownPVC to AS-461-WC-Blush Pvc",simple,Furniture,11939,45999,19374,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/m/i/60x66/mirac-leatherette-wing-chair-in-brown-colour-by-woodsworth-mirac-leatherette-wing-chair-in-brown-col-wnvr0m.jpg,0
FM1919801-S-WH32516,"Penza Leatherette 1 Seater Sofa In Grey Colour",AS-105-1S-GreyPVC,"1 Seater Sofa",simple,Furniture,10960,38999,17499,---,1,---,1,Mumbai,0,"Out of Stock",94016100,https://i1.pepperfry.com/media/catalog/product/p/e/60x66/penza-leatherette-1-seater-sofa-in-grey-colour-penza-leatherette-1-seater-sofa-in-grey-colour-vy5qzd.jpg,1
FM1919796-S-WH32516,"Penza Leatherette 2 Seater Sofa In Cream Colour",AS-105-2S-AvioCreamPVC,"2 Seater Sofa",simple,Furniture,16879,52999,38124,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/p/e/60x66/penza-leatherette-2-seater-sofa-in-cream-colour-penza-leatherette-2-seater-sofa-in-cream-colour-qc57zq.jpg,0
FM1919792-S-WH32516,"Bucurest Velvet 1 Seater Sofa In Fossil Grey Colour",AS-123-1S-GreyVelvet-Iconic57,"1 Seater Sofa",simple,Furniture,10796,41999,17499,---,---,---,0,Mumbai,0,"Out of Stock",94016100,https://i1.pepperfry.com/media/catalog/product/b/u/60x66/bucurest-velvet-1-seater-sofa-in-fossil-grey-colour-bucurest-velvet-1-seater-sofa-in-fossil-grey-col-3gxd5e.jpg,0
FM1919787-S-WH32516,"Bucurest Velvet 2 Seater Sofa In Grey Colour",AS-123-2S-GreyVelvet-Iconic57,"2 Seater Sofa",simple,Furniture,13621,51999,21874,---,---,---,0,Mumbai,0,"Out of Stock",94016100,https://i1.pepperfry.com/media/catalog/product/c/l/60x66/clayson-2-seater-sofa-in-grey-colour-by-woodsworth-clayson-2-seater-sofa-in-grey-colour-by-woodswort-f8c2wi.jpg,0
FM1919782-S-WH32516,"Bucurest Velvet 3 Seater Sofa In Fossil Grey Colour",AS-123-3S-GreyVelvet-Iconic57,"3 Seater Sofa",simple,Furniture,19470,63999,59998,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/c/l/60x66/clayson-3-seater-sofa-in-grey-colour--by-woodsworth-clayson-3-seater-sofa-in-grey-colour--by-woodswo-u1ilwx.jpg,0
FM1919776-S-WH32516,"Aelber Velvet 1 Seater Sofa In Fossil Grey Colour",AS-499-1S-Darkgreyvelvet-Iconic57,"1 Seater Sofa",simple,Furniture,10364,39999,16874,1,---,---,1,Mumbai,0,"Out of Stock",94016100,https://i1.pepperfry.com/media/catalog/product/a/e/60x66/aelber-1-seater-velvet-sofa-in-fossil-grey-colour-by-casacraft-aelber-1-seater-velvet-sofa-in-fossil-ouylhz.jpg,0
FM1918962-S-WH32516,"Imelda Velvet 1 Seater Sofa In Wine Red Colour","Hybrid_AS-385-1 Str-Wine-Glam621","Hybrid_AS-385-1 Str-Wine-Glam621",simple,Furniture,12320,41999,19999,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/w/i/60x66/wiltshire-1-seater-velvet-sofa-in-wine-red-colour-by-casacraft-wiltshire-1-seater-velvet-sofa-in-win-tzl1ud.jpg,0
FM1918964-S-WH32516,"Azalea Velvet 2 Seater Sofa In Royal Blue Colour","Hybrid_AS-475-2 Str-BlueVelvet-VishatBlue","Hybrid_AS-475-2 Str-BlueVelvet-VishatBlue",simple,Furniture,17464,57499,54665,---,---,---,0,Mumbai,0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/a/z/60x66/azalea-velvet-2-seater-sofa-in-royal-blue-colour-azalea-velvet-2-seater-sofa-in-royal-blue-colour-vzohtu.jpg,0
FM1917945-S-WH32516,"Kaylee Velvet 2 Seater Sofa In Charcoal Grey Colour","AS-443-2S-CharcoalGreyVelvet-Orchid /..",AS-441-2S-CharcoalGrey-Azora58146_,simple,Furniture,18868,62499,54999,---,---,---,0,Mumbai,0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/k/a/60x66/kaylee-velvet-2-seater-sofa-in-charcoal-grey-colour-kaylee-velvet-2-seater-sofa-in-charcoal-grey-col-fikin6.jpg,0
FM1963679-S-WH32516,"Ines Fabric Pull Out Sofa Cum Bed In Chestnut Brown Colour With Storage",AS-318-C.H.-SCB-ChestnutBrown-Azora58109,AS-318-C.H.-SCB-ChestnutBrown-Azora58109,simple,Furniture,27140,69499,69411,---,1,---,1,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/i/n/60x66/ines-sofa-cum-bed-in-chestnut-brown-colour---casacraft-by-pepperfry-ines-sofa-cum-bed-in-chestnut-br-ga21xv.jpg,6
FM1963691-S-WH32516,"Pedro Velvet LHS Sectional Sofa (3 + Lounger) In Wine Red Colour",AS-512L-LHS-Wine-Glam621,"LHS Wine",simple,Furniture,28087,93499,45624,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/p/e/60x66/pedro-3-seater-lhs-sectional-velvet-sofa-in-navy-blue-colour-by-casacraft-pedro-3-seater-lhs-section-v9v67v.jpg,0
FM1963690-S-WH32516,"Allison Fabric 1 Seater Sofa In Navy Blue Colour",AS-436-1S-NavyBlue-Azora56136,"Allison Navy Blue 1 Seater",simple,Furniture,9274,32499,14999,---,---,---,0,Mumbai,0,"Out of Stock",94016100,https://i1.pepperfry.com/media/catalog/product/a/l/60x66/allison-1-seater-sofa-in-navy-blue-colour-by-casacraft-allison-1-seater-sofa-in-navy-blue-colour-by--oyz58q.jpg,0
FM1963681-S-WH32516,"Amanda Velvet 2 Seater Sofa In Teal Blue Colour",AS-384-2S-Teal-Orchid337,"Amanda Teal 2 Seater",simple,Furniture,16496,51999,50768,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/a/m/60x66/amanda-2-seater-sofa-in-teal-grey-colour---casacraft-by-pepperfry-amanda-2-seater-sofa-in-teal-grey--zfbrir.jpg,0
FM1964860-S-WH32516,"Ines Velvet Pull Out Sofa Cum Bed In Teal Colour With Storage","AS-318-C.H.-SCB-Teal -Azora58146","Ines Teal Colour",simple,Furniture,27140,69499,69411,---,---,---,0,Mumbai,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/i/n/60x66/ines-sofa-cum-bed-in-charcoal-grey-colour---casacraft-by-pepperfry-ines-sofa-cum-bed-in-charcoal-gre-kcspgu.jpg,1
FM1917944-S-WH32516,"Kaylee Velvet 3 Seater Sofa In Charcoal Grey Colour","AS-443-3S-CharcoalGreyVelvet-Orchid-2-431 //,_Hybrid","AS-443-3S-CharcoalGreyVelvet-Orchid-2-431 //_Hybrid",simple,Furniture,21287,69999,67499,---,---,---,0,Mumbai,0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/k/a/60x66/kaylee-3-seater-sofa-in-charcoal--grey-colour---casacraft-by-pepperfry-kaylee-3-seater-sofa-in-charc-syryqi.jpg,0
FN1850496-S-WH32516,"Salvatore Fabric 2 Seater Sofa In Multicolour","Jacksonville II_Printed Fabric_WH_New_2021-32516","Jacksonville II_Printed Fabric_WH_New_2021-32516",simple,Furniture,9381,30999,29999,---,---,---,0,Mumbai,0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/s/a/60x66/salvatore-2-seater-sofa-in-printed-fabric-colour-by-casacraft-salvatore-2-seater-sofa-in-printed-fab-hfhyoz.jpg,0
FM1964865-S-WH32516,"Adalia Leatherette 2 Seater Sofa In Black","Sofa 2 - Two Seater Mattee Black_36263-32516","Sofa 2 - Two Seater Mattee Black_36263-32516",simple,Furniture,13452,44499,41999,---,---,---,0,Mumbai,0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/a/d/60x66/adalia-leatherette-2-seater-sofa-in-black-adalia-leatherette-2-seater-sofa-in-black-arym8n.jpg,0
FM1895472-S-WH32516,"Aracely Fabric 2 Seater Sofa In Yellow Colour","Copenhagen - Azora Two seater - Yellow-32516","Copenhagen - Azora Two seater - Yellow-32516",simple,Furniture,9558,40999,15624,---,---,---,0,Mumbai,0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/c/o/60x66/copenhagen-2-seater-sofa-in-yellow-colour---casacraft-by-pepperfry-copenhagen-2-seater-sofa-in-yello-sbkcys.jpg,1
FN1705254-S-WH32516,"Romina Fabric LHS Sectional Sofa (2 + Lounger) In Charcoal Grey Colour","FN_Reactive Polymer_Sydney III Seaterwithottoman_Charcoalgrey_Hybrid_New_2021-32516","FN_Reactive Polymer_Sydney III Seaterwithottoman_Charcoalgrey_Hybrid_New_2021-32516",simple,Furniture,15104,49999,47499,---,---,---,0,Mumbai,0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/r/o/60x66/romina-fabric-lhs-sectional-sofa-in-charcoal-grey-colour-romina-fabric-lhs-sectional-sofa-in-charcoa-kvcz5k.jpg,0
FM1907992-S-WH32516,"Bolivar Upholstered Dining Chair In Navy Blue Colour","Chair 3 in Azora Fabrics in Nayy Blue32516","Chair 3 in Azora Fabrics in Nayy Blue32516",simple,Furniture,6903,21999,11249,---,---,---,0,Mumbai,0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/b/o/60x66/bolivar-fabric-dining-chair-in-navy-blue-colour-bolivar-fabric-dining-chair-in-navy-blue-colour-igwyeb.jpg,0
FM1990730-S-WH32516,"Bolivar Velvet Dining Chair In Beige Colour","Bolivar Chair in Velvet Ash Grey_PM32516","ADC-111 Iconic 12 ( BeigeVelvet)",simple,Furniture,6903,21999,11249,---,---,---,0,Mumbai,0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/b/o/60x66/bolivar-velvet-fabric-dining-chair-in-ash-grey-colour-bolivar-velvet-fabric-dining-chair-in-ash-grey-bsbc3p.jpg,1
FM1990729-S-WH32516,"Bolivar Velvet Dining Chair In Opal Blue Colour","Bolivar Chair in Velvet Opal Blue32516","Bolivar Chair in Velvet Opal Blue32516",simple,Furniture,6903,21999,11249,---,---,---,0,Mumbai,0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/b/o/60x66/bolivar-velvet-fabric-dining-chair-in-opal-blue-colour-bolivar-velvet-fabric-dining-chair-in-opal-bl-ger0pk.jpg,0
FN1875543-S-WH32516,"Serena Fabric RHS Sectional Sofa (3 + Lounger) in Garnet Red Colour","Serena-RHS 3 Seater-Garnet Red_New_2021-3427-WH32516","Serena-RHS 3 Seater-Garnet Red_New_2021-3427-WH32516",simple,Furniture,22514,74499,71332,---,---,---,0,Mumbai,0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/s/e/60x66/serena-3-seater-rhs-sofa-in-garnet-red-colour---casacraft-by-pepperfry-serena-3-seater-rhs-sofa-in-g-pf1ugn.jpg,0
FN1875535-S-WH32516,"Serena Fabric RHS Sectional Sofa (3 + Lounger) in Sandy Brown Colour","Serena-RHS 3 Seater-Sandy Brown_New_2021-3427-WH32516","Serena-RHS 3 Seater-Sandy Brown_New_2021-3427-WH32516",simple,Furniture,22514,74499,71332,---,---,---,0,Mumbai,0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/s/e/60x66/serena-3-seater-rhs-sofa-in-sandy-brown-colour---casacraft-by-pepperfry-serena-3-seater-rhs-sofa-in--ccuhfq.jpg,0
FN1850479-S-WH32516,"Serena Fabric 2 Seater Sofa In Blue Colour","Madrid II_Blue_New_2021-3427-WH32516","Madrid II_Blue_New_2021-3427-WH32516",simple,Furniture,10561,33999,31249,---,---,---,0,Mumbai,0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/s/e/60x66/serena-fabric-2-seater-sofa-in-blue-colour-serena-fabric-2-seater-sofa-in-blue-colour-f7dxw3.jpg,1
FN1875540-S-WH32516,"Serena Fabric LHS Sectional Sofa (2 + Lounger) In Blue Colour","Serena-LHS 2 Seater-Blue-WH32516","Serena-LHS 2 Seater-Blue-WH32516",simple,Furniture,19424,63999,61332,---,---,---,0,Mumbai,0,"Out of Stock",94036000,https://i1.pepperfry.com/media/catalog/product/s/e/60x66/serena-2-seater-lhs-sofa-in-blue-colour---casacraft-by-pepperfry-serena-2-seater-lhs-sofa-in-blue-co-c3tbnq.jpg,1
FN2085643-S-WH32516,"Espino Velvet LHS Sectional Sofa (3 + Lounger) in Cream Colour",AS-452L-LHS-CreamVelvet-Iconic2,AS-452L-LHS-CreamVelvet-Iconic2,simple,Furniture,29524,98499,48124,---,---,---,0,Mumbai,0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/e/s/60x66/espino-velvet-lhs-sectional-sofa--3---lounger--in-cream-colour-espino-velvet-lhs-sectional-sofa--3---ku2kld.jpg,0
FN2085651-S-WH32516,"Solitaire Velvet 1 Seater Sofa in Teal Blue Colour",AS-536-1S-TealVelvet,AS-536-1S-TealVelvet,simple,Furniture,18880,62499,58665,---,---,---,0,Mumbai,0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/s/o/60x66/solitaire-velvet-1-seater-sofa-in-teal-blue-colour-solitaire-velvet-1-seater-sofa-in-teal-blue-colou-d7lbbv.jpg,0
FN2085650-S-WH32516,"Solitaire Velvet 2 Seater Sofa in Teal Blue Colour",AS-536-2S-TealVelvet,AS-536-2S-TealVelvet,simple,Furniture,23010,75999,75713,---,---,---,0,Mumbai,0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/s/o/60x66/solitaire-velvet-2-seater-sofa-in-teal-blue-colour-solitaire-velvet-2-seater-sofa-in-teal-blue-colou-orrzv3.jpg,0
FN2102313-S-WH32516,"Lanita Velvet 3 Seater Sofa In Wine Red Colour",AS-524-3S-Wine_,AS-524-3S-Wine_,simple,Furniture,19470,69999,43749,---,---,---,0,Mumbai,0,"Out of Stock",94036000,https://i1.pepperfry.com/media/catalog/product/3/-/60x66/3-seater-sofa-wine-red-velvet_pm9338-3-seater-sofa-wine-red-velvet_pm9338-wazpes.jpg,0
FN2102314-S-WH32516,"Lanita Velvet 2 Seater Sofa In Wine Red Colour",AS-524-2S-Wine_,AS-524-2S-Wine_,simple,Furniture,17110,60999,38124,---,---,---,0,Mumbai,0,"Out of Stock",94036000,https://i1.pepperfry.com/media/catalog/product/2/-/60x66/2-seater-sofa-wine-red-velvet_pm9338-2-seater-sofa-wine-red-velvet_pm9338-qt41bj.jpg,0
FN2102315-S-WH32516,"Lanita Velvet 1 Seater Sofa In Wine Red Colour",AS-524-1S-Wine_,AS-524-1S-Wine_,simple,Furniture,10896,44999,17499,---,---,---,0,Mumbai,0,"Out of Stock",94036000,https://i1.pepperfry.com/media/catalog/product/1/-/60x66/1-seater-sofa-wine-red-velvet_pm9338-1-seater-sofa-wine-red-velvet_pm9338-d08wgj.jpg,0
FN2102322-S-WH32516,"Nelida Velvet 3 Seater Sofa In Royal Blue",AS-520-3S-BlueVelvet_,AS-520-3S-BlueVelvet_,simple,Furniture,19942,65999,58460,---,---,---,0,Mumbai,0,"Out of Stock",94036000,https://i1.pepperfry.com/media/catalog/product/m/a/60x66/matteo-velvet-3-seater-sofa-in-royal-blue-matteo-velvet-3-seater-sofa-in-royal-blue-sdfu62.jpg,0
FN2102323-S-WH32516,"Nelida Velvet 2 Seater Sofa In Royal Blue Colour",AS-520-2S-BlueVelvet_,AS-520-2S-BlueVelvet_,simple,Furniture,15399,56499,29499,---,---,---,0,Mumbai,0,"Out of Stock",94036000,https://i1.pepperfry.com/media/catalog/product/2/-/60x66/2-seater-sofa-royal-blue-velvet-fabric_pm9338-2-seater-sofa-royal-blue-velvet-fabric_pm9338-fbfohf.jpg,1
FN2102096-S-WH32516,"Fiorella Solid Wood 2 Seater Sofa In Green Colour",AS-562-2S-MehendiGreenVelvet_,AS-562-2S-MehendiGreenVelvet_,simple,Furniture,26062,106999,42499,---,---,---,0,Mumbai,0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/2/-/60x66/2-seater-sofa-green-teak-wood_pm9338-2-seater-sofa-green-teak-wood_pm9338-zdixrd.jpg,1
FN2102099-S-WH32516,"Fiorella Solid Wood 3 Seater Sofa In Yellow Colour",AS-562-3S-MustardYellowVelvet_,AS-562-3S-MustardYellowVelvet_,simple,Furniture,36344,129999,81249,---,---,---,0,Mumbai,0,"Out of Stock",94036000,https://i1.pepperfry.com/media/catalog/product/m/a/60x66/marco-solid-wood-3-seater-sofa-in-yellow-colour-marco-solid-wood-3-seater-sofa-in-yellow-colour-ynajlp.jpg,0
FN2102100-S-WH32516,"Fiorella Solid Wood 2 Seater Sofa In Yellow Colour",AS-562-2S-MustardYellowVelvet_,AS-562-2S-MustardYellowVelvet_,simple,Furniture,29854,106999,66874,---,---,---,0,Mumbai,0,"Out of Stock",94036000,https://i1.pepperfry.com/media/catalog/product/m/a/60x66/marco-solid-wood-2-seater-sofa-in-yellow-colour-marco-solid-wood-2-seater-sofa-in-yellow-colour-s1hown.jpg,0
