SKU_ID,Product_Name,Merchant_SKU_ID,Merchant_SKU_Name,Product_Type,"Meta Category",Cost,MRP,price,Block_qty,Ordered_qty,Available_promise_qty,Total_Qty,Warehouse,TTWH,status,"HSN Code",Image,"Qty Sold in last 30 days"
FN1875542-S-WH32516,"Serena Fabric LHS Sectional Sofa (3 + Lounger) In Garnet Red Colour","Serena-LHS 3 Seater-Garnet Red_New_2021-3427-WH32516","Serena-LHS 3 Seater-Garnet Red_New_2021-3427-WH32516",simple,Furniture,22514,74499,71332,---,---,1,1,"Bhiwandi WH",0,Live,94036000,https://i1.pepperfry.com/media/catalog/product/s/e/60x66/serena-3-seater-lhs-sofa-in-garnet-red-colour---casacraft-by-pepperfry-serena-3-seater-lhs-sofa-in-g-g60lam.jpg,0
FN1875534-S-WH32516,"Serena Fabric LHS Sectional Sofa (3 + Lounger) In Sandy Brown Colour","Serena-LHS 3 Seater-Sandy Brown_New_2021-3427-WH32516","Serena-LHS 3 Seater-Sandy Brown_New_2021-3427-WH32516",simple,Furniture,22514,74499,71332,---,---,1,1,"Bhiwandi WH",0,Live,94036000,https://i1.pepperfry.com/media/catalog/product/s/e/60x66/serena-3-seater-lhs-sofa-in-sandy-brown-colour---casacraft-by-pepperfry-serena-3-seater-lhs-sofa-in--upnimz.jpg,0
FN1875539-S-WH32516,"Serena Fabric RHS Sectional Sofa (3 + Lounger) in Blue Colour","Serena-RHS 3 Seater-Blue_New_2021-3427-WH32516","Serena-RHS 3 Seater-Blue_New_2021-3427-WH32516",simple,Furniture,22514,74499,71332,---,---,1,1,"Bhiwandi WH",0,Live,94036000,https://i1.pepperfry.com/media/catalog/product/s/e/60x66/serena-fabric-rhs-sectional-sofa--3---lounger--in-blue-colour-serena-fabric-rhs-sectional-sofa--3----wpdamz.jpg,0
FM1903127-S-WH32516,"Espino Velvet LHS Sectional Sofa (3 + Lounger) In Teal Blue Colour","AS-452L-LHS-Vishat Teal","AS-452L-LHS-Vishat Teal",simple,Furniture,32804,108499,101999,---,---,2,2,"Bhiwandi WH",0,Live,94036000,https://i1.pepperfry.com/media/catalog/product/e/s/60x66/espino-velvet-lhs-sectional-sofa--3---lounger--in-teal-blue-colour-espino-velvet-lhs-sectional-sofa--runuem.jpg,0
FN1755721-S-WH32516,"Bari Leatherette 2 Seater Sofa In Dark Brown Colour",BARI-02-32516,"Bari Two Seater Sofa in Dark Brown Colour by Minthomez-32516",simple,Furniture,9720,31999,31249,---,---,2,2,"Bhiwandi WH",0,Live,94036000,https://i1.pepperfry.com/media/catalog/product/b/a/60x66/bari-leatherette-2-seater-sofa-in-dark-brown-colour-bari-leatherette-2-seater-sofa-in-dark-brown-col-kbvqda.jpg,0
FN1755720-S-WH32516,"Bari Leatherette 3 Seater Sofa In Dark Brown Colour",BARI-03-32516,"Bari Three Seater Sofa in Dark Brown Colour by Minthomez-32516",simple,Furniture,12365,40999,39999,---,---,4,4,"Bhiwandi WH",0,Live,94036000,https://i1.pepperfry.com/media/catalog/product/b/a/60x66/bari-leatherette-3-seater-sofa-in-dark-brown-colour-bari-leatherette-3-seater-sofa-in-dark-brown-col-znaavw.jpg,0
FM1963678-S-WH32516,"Ines Fabric Pull Out Sofa Cum Bed In Charcoal Grey Colour with Storage",AS-318-C.H.-SCB-CharcoalGrey-Azora58146,"Ines Charcoal Grey",simple,Furniture,27140,69499,69411,---,1,1,2,"Bhiwandi WH",0,Live,94016100,https://i1.pepperfry.com/media/catalog/product/i/n/60x66/ines-sofa-cum-bed-in-charcoal-grey-colour-by-casacraft-ines-sofa-cum-bed-in-charcoal-grey-colour-by--odpqn0.jpg,7
FN1877167-S-WH32516,"Ines Fabric Pull Out Sofa Cum Bed In Slate Grey Colour With Storage","AS-318-SCBCurvedHandle-OMEGA 352 GREY","AS-318-SCBCurvedHandle-OMEGA 352 GREY",simple,Furniture,27140,69499,69411,---,3,2,5,"Bhiwandi WH",0,Live,94016100,https://i1.pepperfry.com/media/catalog/product/i/n/60x66/ines-sofa-cum-bed-in-steel-grey-colour---casacraft-by-pepperfry-ines-sofa-cum-bed-in-steel-grey-colo-ozz0be.jpg,5
FN1745304-S-WH32516,"Vintter Leatherette 1 Seater Motorized Recliner in Black & Brown Colour","Hero One Seater Recliner Motorize_Faux_07_PM_01","Hero One Seater Recliner Motorize_Faux_07_Hybrid",simple,Furniture,17458,66999,62856,---,2,4,6,"Bhiwandi WH",0,Live,94036000,https://i1.pepperfry.com/media/catalog/product/v/i/60x66/vintter-1-seater-leatherette-motorized-recliner-in-black---brown-colour-by-casacraft-vintter-1-seate-nqlrdl.jpg,3
FM1919801-S-WH32516,"Penza Leatherette 1 Seater Sofa In Grey Colour",AS-105-1S-GreyPVC,"1 Seater Sofa",simple,Furniture,10960,38999,17499,---,1,---,1,"Bhiwandi WH",0,"Out of Stock",94016100,https://i1.pepperfry.com/media/catalog/product/p/e/60x66/penza-leatherette-1-seater-sofa-in-grey-colour-penza-leatherette-1-seater-sofa-in-grey-colour-vy5qzd.jpg,1
FM1962283-S-WH32516,"Adalia Leatherette 3 Seater Sofa In Brown Colour","Sofa 2 - Three Seater.,-32516","PVC - Texas Brown, Matte Black, Nimbus Grey.-32516",simple,Furniture,16638,54999,51999,---,---,---,0,Bangalore,0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/a/d/60x66/adalia-3-seater-sofa-in-brown-colour----casacraft-by-pepperfry-adalia-3-seater-sofa-in-brown-colour--lbqjs9.jpg,1
FN1857229-S-WH32516,"Minami Fabric 2 Seater Sofa in Slate Grey Colour","AS-429-2 Str- Grey Omega 352","AS-429-2 Str- Grey Omega 352",simple,Furniture,10030,29999,25311,---,1,1,2,"Bhiwandi WH",0,Live,94016100,https://i1.pepperfry.com/media/catalog/product/m/i/60x66/minami-2-seater-sofa-in-slate-grey-colour-minami-2-seater-sofa-in-slate-grey-colour-ocpe9t.jpg,1
FM1913262-S-WH32516,"Ines Fabric Pull Out Sofa Cum Bed In Navy Blue Colour With Storage",AS-318-SCB-CurveHandle-NavyBlue-Azora56136,"Sofa Cum Bed",simple,Furniture,27140,69499,69411,1,2,2,5,Bangalore,0,Live,94016100,https://i1.pepperfry.com/media/catalog/product/s/a/60x66/savana-sofa-cum-bed-in-navy-blue-colour-savana-sofa-cum-bed-in-navy-blue-colour-jlyzvf.jpg,9
FN1857289-S-WH32516,"Kaylee Velvet 2 Seater Sofa In Blush Pink Colour","AS-443-2 Str-Blush-VISHAT BLUSH","AS-443-2 Str-Blush-VISHAT BLUSH",simple,Furniture,18868,62499,58665,7,1,---,8,"Bhiwandi WH",0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/k/a/60x66/kaylee-velvet-2-seater-sofa-in-blush-pink-colour-kaylee-velvet-2-seater-sofa-in-blush-pink-colour-urd4id.jpg,2
FN1857291-S-WH32516,"Kaylee Velvet 3 Seater Sofa In Blush Pink Colour","AS-443-3 Str-Blush-VISHAT BLUSH/","AS-443-3 Str-Blush-VISHAT BLUSH/",simple,Furniture,21287,69999,67499,4,1,2,7,"Bhiwandi WH",0,Live,94016100,https://i1.pepperfry.com/media/catalog/product/k/a/60x66/kaylee-velvet-3-seater-sofa-in-blush-pink-colour-kaylee-velvet-3-seater-sofa-in-blush-pink-colour-viuhf4.jpg,2
FM1963678-S-WH32516,"Ines Fabric Pull Out Sofa Cum Bed In Charcoal Grey Colour with Storage",AS-318-C.H.-SCB-CharcoalGrey-Azora58146,"Ines Charcoal Grey",simple,Furniture,27140,69499,69411,---,1,---,1,Bangalore,0,"Out of Stock",94016100,https://i1.pepperfry.com/media/catalog/product/i/n/60x66/ines-sofa-cum-bed-in-charcoal-grey-colour-by-casacraft-ines-sofa-cum-bed-in-charcoal-grey-colour-by--odpqn0.jpg,7
FN2095548-S-WH32516,"Ines Fabric Pull Out Sofa Cum Bed In Maroon Colour With Storage",AS-318-CH-SCB-AzoraMaroon_32516,AS-318-CH-SCB-AzoraMaroon_32516,simple,Furniture,27140,69499,69411,---,---,---,0,"Bhiwandi WH",0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/i/n/60x66/ines-fabric-pull-out-sofa-cum-bed-in-maroon-colour-with-storage-ines-fabric-pull-out-sofa-cum-bed-in-hiki7b.jpg,2
FM1896988-S-WH32516,"Fidel Velvet 3 Seater Sofa In Beige Colour",AS-471-3S-Beige-Iconic12,AS-471-3S-Beige-Iconic12,simple,Furniture,17464,57499,55999,---,---,4,4,"Bhiwandi WH",0,Live,94016100,https://i1.pepperfry.com/media/catalog/product/f/i/60x66/fidel-velvet-3-seater-sofa-in-beige-colour-fidel-velvet-3-seater-sofa-in-beige-colour-6bw6dr.jpg,0
FM1917747-S-WH32516,"Azalea Velvet 1 Seater Sofa In Fossil Grey Colour","AS-475-1S-Grey Velvet-Iconic57","1 Seater Sofa",simple,Furniture,13334,43999,41332,---,1,---,1,"Bhiwandi WH",0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/a/z/60x66/azalea-velvet-1-seater-sofa-in-fossil-grey-colour-azalea-velvet-1-seater-sofa-in-fossil-grey-colour-celudd.jpg,1
FM1942247-S-WH32516,"Bolivar Upholstered Dining Chair In Yellow Colour","Bolivar Chair Yellow.-32516",0-32516,simple,Furniture,6903,21999,16999,2,---,2,4,Bangalore,0,Live,94036000,https://i1.pepperfry.com/media/catalog/product/b/o/60x66/bolivar-fabric-dining-chair-in-yellow-colour-bolivar-fabric-dining-chair-in-yellow-colour-ji5z2a.jpg,0
FM1900439-S-WH32516,"Fidel Velvet LHS Sectional Sofa (3 + Lounger) In Fossil Grey Colour",AS-471L-LHS-Grey-Iconic57,AS-471L-LHS-Grey-Iconic57,simple,Furniture,27848,91999,84374,---,---,---,0,"Bhiwandi WH",0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/f/i/60x66/fidel-lhs-velvet-sectional-sofa-in-fossil-grey-colour-by-casacraft-fidel-lhs-velvet-sectional-sofa-i-ogrvzv.jpg,1
FM1894755-S-WH32516,"Palermo Fabric 1 Seater Sofa In Steel Grey Colour","AS-467-1STR-STEEL GREY-AZORA 58045","1 Seater Sofa",simple,Furniture,9686,32999,15624,---,---,2,2,"Bhiwandi WH",0,Live,94016100,https://i1.pepperfry.com/media/catalog/product/i/z/60x66/izzo-1-seater-sofa-in-steel-grey-colour-by-woodsworth-izzo-1-seater-sofa-in-steel-grey-colour-by-woo-vbd9pq.jpg,0
FM1963679-S-WH32516,"Ines Fabric Pull Out Sofa Cum Bed In Chestnut Brown Colour With Storage",AS-318-C.H.-SCB-ChestnutBrown-Azora58109,AS-318-C.H.-SCB-ChestnutBrown-Azora58109,simple,Furniture,27140,69499,69411,---,1,---,1,"Bhiwandi WH",0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/i/n/60x66/ines-sofa-cum-bed-in-chestnut-brown-colour---casacraft-by-pepperfry-ines-sofa-cum-bed-in-chestnut-br-ga21xv.jpg,6
FM1896072-S-WH32516,"Fidel Fabric 2 Seater Sofa In Camel Yellow Colour",AS-471-2S-CamelYellow-Azora54019_..,"2 Seater Sofa",simple,Furniture,14514,47999,45332,---,---,1,1,"Bhiwandi WH",0,Live,94016100,https://i1.pepperfry.com/media/catalog/product/f/i/60x66/fidel-fabric-2-seater-sofa-in-camel-yellow-colour-fidel-fabric-2-seater-sofa-in-camel-yellow-colour-2nya34.jpg,0
FM1896065-S-WH32516,"Fidel Velvet 3 Seater Sofa In Teal Blue Colour","AS-471-3S-Vishat Teal","AS-471-3S-Vishat Teal",simple,Furniture,17464,57499,55999,---,---,---,0,"Bhiwandi WH",0,"Out of Stock",94016100,https://i1.pepperfry.com/media/catalog/product/f/i/60x66/fidel-velvet-3-seater-sofa-in-teal-blue-colour-fidel-velvet-3-seater-sofa-in-teal-blue-colour-lel5qb.jpg,2
FM1894754-S-WH32516,"Palermo Fabric 1 Seater Sofa In Sandy Brown Colour","AS-467-1STR-SANDY BROWN-AZORA 58007","1 Seater Sofa",simple,Furniture,9686,32999,15624,---,---,---,0,"Bhiwandi WH",0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/i/z/60x66/izzo-1-seater-sofa-in-sandy-brown-colour-by-woodsworth-izzo-1-seater-sofa-in-sandy-brown-colour-by-w-fsuoqo.jpg,1
FM1896068-S-WH32516,"Fidel Fabric 3 Seater Sofa In Camel Yellow Colour",AS-471-3S-CamelYellow-Azora54019_..,"3 Seater Sofa",simple,Furniture,17464,57499,52499,---,---,2,2,Bangalore,0,Live,94016100,https://i1.pepperfry.com/media/catalog/product/f/i/60x66/fidel-fabric-3-seater-sofa-in-camel-yellow-colour-fidel-fabric-3-seater-sofa-in-camel-yellow-colour-br6gwq.jpg,1
FN2095546-S-WH32516,"Ines Velvet Pull Out Sofa Cum Bed In Royal Blue Colour With Storage",AS-318-CH-SCB-RoyalBlueVelvet_32516,AS-318-CH-SCB-RoyalBlueVelvet_32516,simple,Furniture,27140,69499,69411,---,---,1,1,Bangalore,0,Live,94036000,https://i1.pepperfry.com/media/catalog/product/i/n/60x66/ines-velvet-pull-out-sofa-cum-bed-in-royal-blue-colour-with-storage-ines-velvet-pull-out-sofa-cum-be-90fgrt.jpg,0
FM1896066-S-WH32516,"Fidel Velvet 3 Seater Sofa In Blush Pink Colour",AS-471-3S-Blush-VishatBlush,AS-471-3S-Blush-VishatBlush,simple,Furniture,17464,57499,55999,---,---,2,2,Bangalore,0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/f/i/60x66/fidel-velvet-3-seater-sofa-in-blush-pink-colour-fidel-velvet-3-seater-sofa-in-blush-pink-colour-4g1iqw.jpg,0
FM1896065-S-WH32516,"Fidel Velvet 3 Seater Sofa In Teal Blue Colour","AS-471-3S-Vishat Teal","AS-471-3S-Vishat Teal",simple,Furniture,17464,57499,55999,---,---,1,1,Bangalore,0,Live,94016100,https://i1.pepperfry.com/media/catalog/product/f/i/60x66/fidel-velvet-3-seater-sofa-in-teal-blue-colour-fidel-velvet-3-seater-sofa-in-teal-blue-colour-lel5qb.jpg,2
FN2095547-S-WH32516,"Ines Fabric Pull Out Sofa Cum Bed In Beige Colour With Storage",AS-318-CH-SCB-Azora59204(Beige)_32516,AS-318-CH-SCB-Azora59204(Beige)_32516,simple,Furniture,27140,69499,69411,---,---,2,2,Bangalore,0,Live,94036000,https://i1.pepperfry.com/media/catalog/product/i/n/60x66/ines-fabric-pull-out-sofa-cum-bed-in-beige-colour-with-storage-ines-fabric-pull-out-sofa-cum-bed-in--dbp5ew.jpg,0
FM1990730-S-WH32516,"Bolivar Velvet Dining Chair In Beige Colour","Bolivar Chair in Velvet Ash Grey_PM32516","ADC-111 Iconic 12 ( BeigeVelvet)",simple,Furniture,6903,21999,11249,---,---,---,0,"Bhiwandi WH",0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/b/o/60x66/bolivar-velvet-fabric-dining-chair-in-ash-grey-colour-bolivar-velvet-fabric-dining-chair-in-ash-grey-bsbc3p.jpg,1
FM1896045-S-WH32516,"Benicio Fabric 1 Seater Sofa In Navy Blue Colour","AS-468-1S-Azora 56136 Navy Blue_","AS-468-1S-Azora 56136 Navy Blue,",simple,Furniture,7799,34999,12499,1,---,---,1,"Bhiwandi WH",0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/b/e/60x66/benicio-fabric-1-seater-sofa-in-navy-blue-colour-benicio-fabric-1-seater-sofa-in-navy-blue-colour-w0ubwt.jpg,0
FM1913262-S-WH32516,"Ines Fabric Pull Out Sofa Cum Bed In Navy Blue Colour With Storage",AS-318-SCB-CurveHandle-NavyBlue-Azora56136,"Sofa Cum Bed",simple,Furniture,27140,69499,69411,1,2,---,3,"Bhiwandi WH",0,"Out of Stock",94016100,https://i1.pepperfry.com/media/catalog/product/s/a/60x66/savana-sofa-cum-bed-in-navy-blue-colour-savana-sofa-cum-bed-in-navy-blue-colour-jlyzvf.jpg,9
FN2011925-S-WH32516,"Ines Fabric Pull Out Sofa Cum Bed In Rust Colour with Storage",AS-318-C.H.-SCB-Rust-Leone13282,AS-318-C.H.-SCB-Rust-Leone13282,simple,Furniture,27140,69499,69411,---,---,---,0,Bangalore,0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/i/n/60x66/ines-upholstered-sofa-cum-bed-in-rust-colour-by-casacraft-ines-upholstered-sofa-cum-bed-in-rust-colo-onvxti.jpg,0
FN2183046-S-WH32516,"Lucita Solid Wood 6 Seater Dining Set With White Marble Top",ADT-7-d.brown-SatvarioMarble+6Chair_aadeshwar_Milagro,"Milagro Solid Wood 6 Seater Dining Table In White Colour With Marble Top_Milagro",simple,Furniture,54782,174999,173332,---,---,---,0,Bangalore,0,"Out of Stock",94036000,https://i1.pepperfry.com/media/catalog/product/l/u/60x66/lucita-solid-wood-6-seater-dining-table-in-white-colour-with-marble-top-lucita-solid-wood-6-seater-d-yznb2t.jpg,0
FM1896995-S-WH32516,"Fidel Velvet 3 Seater Sofa In Wine Red Colour","AS-471-3S-WINE VELVET","AS-471-3S-WINE VELVET",simple,Furniture,17464,57499,55999,1,---,---,1,Bangalore,0,"Out of Stock",94016100,https://i1.pepperfry.com/media/catalog/product/f/i/60x66/fidel-velvet-3-seater-sofa-in-wine-red-colour-fidel-velvet-3-seater-sofa-in-wine-red-colour-fwtn7d.jpg,0
FM1896051-S-WH32516,"Bonito Velvet 1 Seater Sofa In Green Colour","AS-469-1S-Bottle Green-ICONIC 61_","AS-469-1S-Bottle Green-ICONIC 61,",simple,Furniture,11084,36499,34665,---,---,---,0,Bangalore,0,"Out of Stock",94016100,https://i1.pepperfry.com/media/catalog/product/b/o/60x66/bonito-velvet-1-seater-sofa-in-green-colour-bonito-velvet-1-seater-sofa-in-green-colour-vtbjcj.jpg,0
FM1896075-S-WH32516,"Fidel Fabric 1 Seater Sofa In Slate Grey Colour","AS-471-1S-OMEGA GREY 352_","AS-471-1S-OMEGA GREY 352,",simple,Furniture,11446,37999,35999,---,---,---,0,Bangalore,0,"Out of Stock",94016100,https://i1.pepperfry.com/media/catalog/product/f/i/60x66/fidel-fabric-1-seater-sofa-in-slate-grey-colour-fidel-fabric-1-seater-sofa-in-slate-grey-colour-mhadrn.jpg,0
FN2125225-S-WH32516,"Fidel Fabric 3 Seater Sofa in Beige Colour",AS-471-3S-CamelYellow-Azora54019_Studioorder,AS-471-3S-CamelYellow-Azora54019_Studioorder,simple,Furniture,17464,57499,55999,---,---,---,0,Bangalore,14,"Out of Stock",94036000,https://i1.pepperfry.com/media/catalog/product/f/i/60x66/fidel-fabric-3-seater-sofa-in-beige-colour-fidel-fabric-3-seater-sofa-in-beige-colour-zko1fo.jpg,0
FN2095549-S-WH32516,"Ines Suede Fabric Pull Out Sofa Cum Bed In Beige Colour With Storage",AS-318-CH-SCB-SuedeBeige_01,AS-318-CH-SCB-SuedeBeige_01,simple,Furniture,27140,69499,69411,---,---,---,0,Bangalore,14,"Out of Stock",94036000,https://i1.pepperfry.com/media/catalog/product/i/n/60x66/ines-suede-fabric-pull-out-sofa-cum-bed-in-beige-colour-with-storage-ines-suede-fabric-pull-out-sofa-wmjhtk.jpg,0
FN2125242-S-WH32516,"Serena Fabric 2 Seater Sofa in Beige Colour","Serena Fabric 2 Seater Sofa in Beige Colour_011_01","Serena Fabric 2 Seater Sofa in Beige Colour_011_01",simple,Furniture,10561,34999,33332,---,---,---,0,Bangalore,14,"Out of Stock",94036000,https://i1.pepperfry.com/media/catalog/product/s/e/60x66/serena-fabric-2-seater-sofa-in-beige-colour-serena-fabric-2-seater-sofa-in-beige-colour-mbtj5b.jpg,0
FN2125243-S-WH32516,"Serena Fabric 3 Seater Sofa in Beige Colour","Serena Fabric 3 Seater Sofa in Beige Colour_012_01","Serena Fabric 3 Seater Sofa in Beige Colour_012_01",simple,Furniture,12331,40499,38749,---,---,---,0,Bangalore,14,"Out of Stock",94036000,https://i1.pepperfry.com/media/catalog/product/s/e/60x66/serena-fabric-3-seater-sofa-in-beige-colour-serena-fabric-3-seater-sofa-in-beige-colour-a3iwe3.jpg,0
FN2125287-S-WH32516,"Serena Fabric 3 Seater Sofa in Yellow Colour","Serena Fabric 3 Seater Sofa in Beige Colour_026_01","Serena Fabric 3 Seater Sofa in Beige Colour_026_01",simple,Furniture,12331,40499,38749,---,---,---,0,Bangalore,14,"Out of Stock",94036000,https://i1.pepperfry.com/media/catalog/product/s/e/60x66/serena-fabric-3-seater-sofa-in-yellow-colour-serena-fabric-3-seater-sofa-in-yellow-colour-ye7od4.jpg,0
FN2125393-S-WH32516,"Fidel Fabric 3 Seater Sofa in Sandy Brown Colour","AS-471-3S-CamelYellow-Azora54019_..- Colour-Addition - Azora Sandy Brown-12092023_01","AS-471-3S-CamelYellow-Azora54019_..- Colour-Addition - Azora Sandy Brown-12092023_01",simple,Furniture,17464,57499,55999,---,---,---,0,Bangalore,14,"Out of Stock",94036000,https://i1.pepperfry.com/media/catalog/product/f/i/60x66/fidel-fabric-3-seater-sofa-in-brown-colour-fidel-fabric-3-seater-sofa-in-brown-colour-xnq6o9.jpg,0
FM1896988-S-WH32516,"Fidel Velvet 3 Seater Sofa In Beige Colour",AS-471-3S-Beige-Iconic12,AS-471-3S-Beige-Iconic12,simple,Furniture,17464,57499,55999,---,---,2,2,Bangalore,0,Live,94016100,https://i1.pepperfry.com/media/catalog/product/f/i/60x66/fidel-velvet-3-seater-sofa-in-beige-colour-fidel-velvet-3-seater-sofa-in-beige-colour-6bw6dr.jpg,0
FN2102323-S-WH32516,"Nelida Velvet 2 Seater Sofa In Royal Blue Colour",AS-520-2S-BlueVelvet_,AS-520-2S-BlueVelvet_,simple,Furniture,15399,56499,29499,---,---,---,0,"Bhiwandi WH",0,"Out of Stock",94036000,https://i1.pepperfry.com/media/catalog/product/2/-/60x66/2-seater-sofa-royal-blue-velvet-fabric_pm9338-2-seater-sofa-royal-blue-velvet-fabric_pm9338-fbfohf.jpg,1
FM1964860-S-WH32516,"Ines Velvet Pull Out Sofa Cum Bed In Teal Colour With Storage","AS-318-C.H.-SCB-Teal -Azora58146","Ines Teal Colour",simple,Furniture,27140,69499,69411,---,---,---,0,"Bhiwandi WH",0,"Not Live",94016100,https://i1.pepperfry.com/media/catalog/product/i/n/60x66/ines-sofa-cum-bed-in-charcoal-grey-colour---casacraft-by-pepperfry-ines-sofa-cum-bed-in-charcoal-gre-kcspgu.jpg,1
FN1850479-S-WH32516,"Serena Fabric 2 Seater Sofa In Blue Colour","Madrid II_Blue_New_2021-3427-WH32516","Madrid II_Blue_New_2021-3427-WH32516",simple,Furniture,10561,33999,31249,---,---,---,0,Bangalore,0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/s/e/60x66/serena-fabric-2-seater-sofa-in-blue-colour-serena-fabric-2-seater-sofa-in-blue-colour-f7dxw3.jpg,1
FM1896068-S-WH32516,"Fidel Fabric 3 Seater Sofa In Camel Yellow Colour",AS-471-3S-CamelYellow-Azora54019_..,"3 Seater Sofa",simple,Furniture,17464,57499,52499,---,---,2,2,"Bhiwandi WH",0,Live,94016100,https://i1.pepperfry.com/media/catalog/product/f/i/60x66/fidel-fabric-3-seater-sofa-in-camel-yellow-colour-fidel-fabric-3-seater-sofa-in-camel-yellow-colour-br6gwq.jpg,1
FM1913248-S-WH32516,"Kaylee Velvet 2 Seater Sofa In Sky Blue Colour","AS-443-2S-SkyBlueVelvet-Iconic46,_","AS-443-2S-SkyBlueVelvet-Iconic46,,",simple,Furniture,16472,59999,54999,---,---,3,3,"Bhiwandi WH",0,Live,94016100,https://i1.pepperfry.com/media/catalog/product/k/a/60x66/kaylee-2-seater-sofa-in-sky-blue-colour-kaylee-2-seater-sofa-in-sky-blue-colour-lipg3j.jpg,1
FM1895472-S-WH32516,"Aracely Fabric 2 Seater Sofa In Yellow Colour","Copenhagen - Azora Two seater - Yellow-32516","Copenhagen - Azora Two seater - Yellow-32516",simple,Furniture,9558,40999,15624,---,---,---,0,"Bhiwandi WH",0,"Not Live",94036000,https://i1.pepperfry.com/media/catalog/product/c/o/60x66/copenhagen-2-seater-sofa-in-yellow-colour---casacraft-by-pepperfry-copenhagen-2-seater-sofa-in-yello-sbkcys.jpg,1
FN1857229-S-WH32516,"Minami Fabric 2 Seater Sofa in Slate Grey Colour","AS-429-2 Str- Grey Omega 352","AS-429-2 Str- Grey Omega 352",simple,Furniture,10030,29999,25311,---,1,1,2,Bangalore,0,Live,94016100,https://i1.pepperfry.com/media/catalog/product/m/i/60x66/minami-2-seater-sofa-in-slate-grey-colour-minami-2-seater-sofa-in-slate-grey-colour-ocpe9t.jpg,1
FN1857231-S-WH32516,"Minami Fabric 3 Seater Sofa in Red Colour","AS-429-3 Str- Red Omega 349","AS-429-3 Str- Red Omega 349",simple,Furniture,12154,35999,30624,---,---,1,1,Bangalore,0,Live,94016100,https://i1.pepperfry.com/media/catalog/product/m/i/60x66/minami-3-seater-sofa-in-red-colour-by-mintwud-minami-3-seater-sofa-in-red-colour-by-mintwud-zkfigq.jpg,0
FM1942246-S-WH32516,"Bolivar Upholstered Dining Chair In Garnet Red Colour","Bolivar Chair Garnet Red.-32516",0-32516,simple,Furniture,6903,21999,16999,---,---,1,1,Bangalore,0,Live,94036000,https://i1.pepperfry.com/media/catalog/product/b/o/60x66/bolivar-fabric-dining-chair-in-garnet-red-colour-bolivar-fabric-dining-chair-in-garnet-red-colour-xpm1fb.jpg,0
FN1857254-S-WH32516,"Estevan Velvet 3 Seater Sofa In Royal Blue Colour","AS-437-3 Str-Vishat Blue Velvet","AS-437-3 Str-Vishat Blue Velvet",simple,Furniture,19599,67999,64999,---,---,2,2,Bangalore,0,Live,94016100,https://i1.pepperfry.com/media/catalog/product/e/s/60x66/estevan-velvet-3-seater-sofa-in-royal-blue-colour-estevan-velvet-3-seater-sofa-in-royal-blue-colour-h8da94.jpg,0
FM1912489-S-WH32516,"Ines Fabric Pull Out Sofa Cum Bed In Yellow Colour With Storage","AS-318-SCB-CurveHandle-Yellow-Azora54017 //,_Hybrid","AS-318-SCB-CurveHandle-Yellow-Azora54017 //_Hybrid",simple,Furniture,27140,69499,69411,---,---,4,4,Bangalore,0,Live,94036000,https://i1.pepperfry.com/media/catalog/product/i/n/60x66/ines-sofa-cum-bed-with-storage-in-yellow-colour-by-casacraft-ines-sofa-cum-bed-with-storage-in-yello-1wf82m.jpg,0
FN1857290-S-WH32516,"Kaylee Velvet 3 Seater Sofa In Teal Blue Colour","AS-443-3 Str-VISHAT TEAL/","AS-443-3 Str-VISHAT TEAL/",simple,Furniture,21287,69999,67499,1,---,1,2,Bangalore,0,Live,94016100,https://i1.pepperfry.com/media/catalog/product/k/a/60x66/kaylee-velvet-3-seater-sofa-in-teal-blue-colour-kaylee-velvet-3-seater-sofa-in-teal-blue-colour-qpqxhd.jpg,0
FN1745519-S-WH32516,"Amanda Fabric 3 Seater Sofa In Charcoal Grey Colour","AS-384-3 Seater_Charcoal Grey_Azora 140 - 58146_Hybrid","AS-384-3 Seater_Charcoal Grey_Azora 140 - 58146_Hybrid",simple,Furniture,18644,61499,59999,---,---,3,3,"Bhiwandi WH",0,Live,94016100,https://i1.pepperfry.com/media/catalog/product/a/m/60x66/amanda-three-seater-sofa-in-charcoal-grey-colour-by-casacraft-amanda-three-seater-sofa-in-charcoal-g-jswkqb.jpg,0
